id,Weekly_Sales
261973,49352.10789999995
261974,226.75629999999992
261975,14253.2826
261976,7764.8811
261977,44715.088500000005
261978,1028.0814
261979,52549.54339999999
261980,1982.5023999999983
261981,3109.5143
261982,2683.002
261983,4446.878499999997
261984,7793.355900000004
261985,9311.614600000003
261986,967.4656000000006
261987,1483.7771999999995
261988,31459.971700000027
261989,5111.479699999999
261990,28563.735800000013
261991,994.5119
261992,16233.648700000018
261993,7440.193800000001
261994,30823.854600000013
261995,806.5220999999998
261996,8091.483299999996
261997,4179.6556
261998,333.0940999999998
261999,4059.244099999996
262000,33508.3425
262001,30829.90809999999
262002,4089.406499999996
262003,47478.49259999999
262004,24966.270200000006
262005,2871.868000000001
262006,8527.801899999997
262007,6063.753499999999
262008,23541.039700000012
262009,2368.2576
262010,0.7145999999999998
262011,1689.194700000001
262012,1372.2895999999996
262013,12717.398799999999
262014,2015.4604000000002
262015,11910.428499999995
262016,43314.758599999994
262017,932.5496999999996
262018,4150.5198
262019,250.53570000000013
262020,61185.486200000014
262021,2563.0199
262022,35383.227599999984
262023,22513.64319999998
262024,20656.443999999985
262025,10549.537900000001
262026,286.6704000000001
262027,20194.403899999998
262028,4930.3451
262029,2058.1180000000004
262030,24875.534100000004
262031,22539.2442
262032,428.35530000000006
262033,3889.159700000002
262034,15830.216999999997
262035,17773.444799999994
262036,22659.569499999994
262037,3542.795899999998
262038,5931.0627
262039,199.4178
262040,322.6929000000001
262041,11909.261500000004
262042,1256.143
262043,366.8701000000001
262044,14550.763899999994
262045,4316.886399999998
262046,1613.5589000000007
262047,146.21539999999996
262048,668.6309
262049,744.6727999999998
262050,2585.326400000001
262051,1950.6406000000015
262052,517.6793999999998
262053,19672.247800000016
262054,4020.2628000000004
262055,19055.75369999999
262056,16060.462800000016
262057,3646.5013000000013
262058,15.601600000000001
262059,398.9722999999999
262060,8431.259000000013
262061,7915.842300000002
262062,1274.0925000000007
262063,1963.2237000000023
262064,12247.462099999997
262065,22532.587599999988
262066,3427.8673999999987
262067,33272.4026
262068,16310.578400000015
262069,3287.543099999999
262070,9010.066900000003
262071,40756.37239999997
262072,5687.090100000001
262073,14957.94059999999
262074,139.21790000000001
262075,10857.6043
262076,3046.318199999998
262077,7796.211100000002
262078,255.85469999999995
262079,16478.39430000001
262080,56886.83600000002
262081,11789.0326
262082,3228.4628000000002
262083,2324.394899999997
262084,2561.8938
262085,8180.893300000001
262086,1005.5771000000008
262087,57517.54669999999
262088,40017.59599999999
262089,4363.613999999998
262090,6736.954499999997
262091,97.27519999999998
262092,7407.906999999999
262093,2760.7831999999967
262094,3235.6381999999994
262095,63347.74160000004
262096,2825.178999999999
262097,17032.90840000001
262098,3088.935199999998
262099,12922.843799999995
262100,16368.11059999999
262101,14360.581800000013
262102,3782.6997999999985
262103,3719.4169000000006
262104,30546.509300000005
262105,3183.2226000000005
262106,2925.8476000000005
262107,7929.738299999997
262108,16607.969100000006
262109,25131.006500000014
262110,55.61480000000006
262111,38171.26840000001
262112,4967.596799999997
262113,1625.2256
262114,392.1931000000002
262115,1881.2666
262116,564.0477999999995
262117,3278.0253999999986
262118,34801.03020000003
262119,2242.1765999999984
262120,22075.493799999986
262121,9083.448299999995
262122,53284.23530000003
262123,620.1784000000004
262124,55252.81359999995
262125,4503.9801
262126,25405.141099999964
262127,3233.5603
262128,68.4918
262129,4045.802400000001
262130,767.3258000000003
262131,909.2905000000002
262132,3048.4141000000013
262133,866.3291
262134,4027.7930000000015
262135,1884.6971000000003
262136,27974.569899999984
262137,1395.1245000000008
262138,449.0122
262139,10849.414700000008
262140,8651.340899999994
262141,1809.0153999999993
262142,25267.3703
262143,6767.918100000003
262144,11940.972400000002
262145,8835.829900000006
262146,13201.022899999993
262147,2222.2172
262148,27261.6297
262149,1992.1903999999993
262150,3175.609199999998
262151,13150.364800000003
262152,1103.4320000000012
262153,8051.391299999991
262154,13104.254000000006
262155,45.299499999999995
262156,11.096100000000002
262157,3729.659500000001
262158,9307.784099999997
262159,74.00300000000006
262160,446.06500000000005
262161,9641.798800000004
262162,218.09489999999994
262163,2319.8325
262164,6834.5211999999965
262165,53588.541900000026
262166,72.1292
262167,1297.4379000000001
262168,3907.761199999999
262169,11841.614200000004
262170,9117.713599999997
262171,124.71260000000001
262172,63987.42589999995
262173,8827.883000000003
262174,17763.453900000022
262175,55.569399999999995
262176,22278.140400000004
262177,8306.068600000004
262178,6381.040399999997
262179,29544.420200000015
262180,12748.285600000001
262181,34465.575599999975
262182,958.9913999999993
262183,5972.563300000006
262184,6851.884599999995
262185,3958.1718000000023
262186,19706.825900000007
262187,51295.24040000002
262188,69.51010000000001
262189,112.95469999999997
262190,18572.312699999995
262191,3304.476599999998
262192,3754.9326000000005
262193,8372.624000000003
262194,6114.603499999997
262195,12643.203000000001
262196,1495.7855000000009
262197,31847.870999999992
262198,18708.414699999994
262199,8124.330900000004
262200,9772.033500000003
262201,24059.807700000005
262202,3480.843100000001
262203,59.2173
262204,35000.26580000001
262205,5679.42
262206,91.5279
262207,234.42989999999972
262208,23360.3021
262209,105.24380000000002
262210,11223.768399999995
262211,66821.13530000004
262212,188.90690000000004
262213,376.8166000000003
262214,226.39799999999997
262215,9314.014099999999
262216,1147.8816000000002
262217,23.902000000000008
262218,31.19910000000003
262219,184.1021999999999
262220,862.9299000000007
262221,73.72859999999994
262222,8378.993400000001
262223,1684.7845999999984
262224,4876.503599999999
262225,1149.1499000000013
262226,33806.38270000001
262227,810.2040999999999
262228,499.9002999999996
262229,17602.694600000003
262230,19191.46319999999
262231,14689.80310000001
262232,32346.888400000007
262233,1622.0690999999995
262234,20964.54320000001
262235,25284.23259999999
262236,7019.3096
262237,2469.0757000000003
262238,4561.4337000000005
262239,27452.506999999983
262240,186.9199
262241,2242.4223999999995
262242,22.22189999999999
262243,4609.475999999999
262244,4050.540499999999
262245,121.45279999999994
262246,18706.338799999994
262247,2870.5373999999993
262248,18815.062599999997
262249,7741.8046
262250,26904.86419999999
262251,6086.4678
262252,26159.126399999994
262253,39588.487600000015
262254,17010.127800000006
262255,5642.166900000002
262256,13.878600000000015
262257,62.68319999999998
262258,18430.844200000007
262259,55769.60440000001
262260,7267.791899999997
262261,7431.985599999999
262262,13970.9325
262263,5560.416600000004
262264,11150.297599999993
262265,4745.900700000002
262266,6679.211199999999
262267,7076.990300000005
262268,4473.202699999998
262269,13183.016600000004
262270,6832.4385
262271,6460.110599999999
262272,7534.353099999999
262273,2415.7742000000007
262274,1848.1305000000002
262275,1099.1196000000002
262276,3342.814499999999
262277,12705.653400000001
262278,3119.179
262279,13824.497100000002
262280,10547.063500000004
262281,59421.469099999995
262282,15422.963299999994
262283,3602.1058999999996
262284,1134.4755000000002
262285,6709.453199999996
262286,2041.8374000000001
262287,19644.56950000001
262288,15.01780000000002
262289,5996.107100000001
262290,781.4692000000001
262291,161.39640000000003
262292,2416.0933000000014
262293,2976.9346
262294,5879.802499999998
262295,9873.492100000005
262296,16128.409899999991
262297,786.1680999999996
262298,2013.6701000000003
262299,2703.8374999999965
262300,9098.314900000003
262301,3980.200699999999
262302,1760.2995
262303,14150.882099999995
262304,7518.303700000001
262305,6832.765500000001
262306,7827.723100000011
262307,8098.531700000003
262308,5791.9081000000015
262309,10273.826699999998
262310,1028.0467000000003
262311,11.6363
262312,18560.153200000008
262313,1447.965799999999
262314,47.63149999999999
262315,13240.126800000002
262316,11781.608399999996
262317,8814.1415
262318,15344.921999999995
262319,8795.655999999995
262320,772.3110000000001
262321,4078.4032
262322,42524.12940000006
262323,7750.623799999998
262324,38.96239999999998
262325,3368.6842000000033
262326,1055.0412999999996
262327,3407.377900000001
262328,6145.496
262329,2266.848400000001
262330,15069.97699999999
262331,19448.007099999988
262332,6897.097000000002
262333,888.5224000000002
262334,7206.584300000001
262335,4450.113099999998
262336,5067.194699999999
262337,4169.896999999997
262338,1227.8220000000003
262339,21155.598899999997
262340,4061.1020000000008
262341,464.7864000000005
262342,32150.405200000027
262343,3412.2318000000005
262344,9729.517299999992
262345,31624.630500000003
262346,28388.834500000008
262347,19189.545900000005
262348,52795.574899999985
262349,14001.180199999997
262350,20836.64289999999
262351,2568.3483000000015
262352,94.40029999999999
262353,11238.691900000003
262354,25.438400000000005
262355,206.70530000000002
262356,2262.2038000000002
262357,2169.6730999999995
262358,160.42469999999986
262359,2571.7965000000004
262360,22489.348100000007
262361,31522.253500000003
262362,787.1633999999993
262363,5788.898099999995
262364,4668.736799999998
262365,16178.663599999987
262366,9453.964799999989
262367,50428.83460000001
262368,16465.475000000006
262369,39488.87179999999
262370,6551.352700000001
262371,4121.087099999999
262372,12905.513200000009
262373,424.6585999999998
262374,4589.364399999997
262375,7199.272500000003
262376,6267.854799999998
262377,504.7601999999999
262378,1965.482799999999
262379,54.024499999999996
262380,459.4063999999999
262381,3086.029000000002
262382,112.67580000000011
262383,5045.836100000008
262384,3855.7196000000013
262385,7577.283700000003
262386,146.40159999999992
262387,16682.919000000005
262388,191.20700000000008
262389,974.5920000000004
